Rainfall, Discharge ,Temperature ,RH,Date,ETO mm,Soil Moisture %
0,0,24.88,64.62,01-01-2000,3.66,34.77
0,3,24.73,62.25,02-01-2000,2.23,33.67
0,1.2,24.79,64.75,03-01-2000,2.36,32.5
0,1.2,25.4,65.56,04-01-2000,2.75,31.7
0,1.5,25.87,65.12,05-01-2000,2.47,31.18
0,2.7,26.05,67.94,06-01-2000,2.57,30.65
0,2.7,26.05,63.69,07-01-2000,2.76,30.12
0,2.7,25.87,66.69,08-01-2000,3.01,29.74
0,2.7,26.46,66.44,09-01-2000,3.02,32.75
0,2.7,26.88,72.06,10-01-2000,2.8,31.86
0,2.7,26.7,76.94,11-01-2000,3.84,33.21
0,2.7,25.89,71.44,12-01-2000,3.44,32.65
0,2.7,26.65,73.19,13-01-2000,3.06,31.59
0,2.8,26.98,75.56,14-01-2000,2.86,31.05
0,2.8,26.87,74.44,15-01-2000,2.69,33.22
0,2.8,27.4,67.94,16-01-2000,2.76,34.6
0,2.8,26.95,60.5,17-01-2000,2.83,34.46
0,2.8,26.39,55.25,18-01-2000,2.83,34.97
0,2.8,26.28,56.25,19-01-2000,2.57,35.75
0,2.7,25.94,59.62,20-01-2000,2.57,36.27
0,2.7,26.59,66.75,21-01-2000,3.03,36.32
0,2.7,26.38,62.06,22-01-2000,3.13,36.35
0,2.7,26.19,66.19,23-01-2000,3.03,36.27
0,2.7,25.97,65.75,24-01-2000,2.61,36.31
0,2.65,26.23,63.69,25-01-2000,2.81,35.8
0,2.65,25.73,61.94,26-01-2000,3.28,35.7
0,2.65,25.48,56.19,27-01-2000,2.96,35.24
0,2.6,26.23,56.5,28-01-2000,2.77,34.99
0,2.6,26.68,54.31,29-01-2000,2.63,33.83
0,2.6,26.51,55.06,30-01-2000,2.79,32.84
0,2.6,26.24,57.75,31-01-2000,3.01,32.37
0,2.6,25.77,62.12,01-02-2000,2.71,31.88
0,2.55,26.07,65.81,02-02-2000,2.91,31.23
0,2.55,26.44,61.38,03-02-2000,3.33,31.2
0,2.55,26.91,65.19,04-02-2000,3.76,32.17
0,2.55,27.05,69,05-02-2000,3.88,34.78
0,2.55,26.25,68.62,06-02-2000,2.89,35.26
0,2.5,25.3,68.56,07-02-2000,2.94,34.37
0,2.5,25.15,66.44,08-02-2000,3.39,33.36
0,2.5,25.55,67.5,09-02-2000,3.31,32.56
0,2.5,25.97,67.06,10-02-2000,3.32,31.17
0,2.5,25.8,70.62,11-02-2000,3.52,30.08
0,2.5,25.83,69.69,12-02-2000,3.73,28.69
0,2.5,26.25,68,13-02-2000,3.65,27.55
0,2.5,27.14,65.62,14-02-2000,3.95,26.6
0,2.5,27.55,57.81,15-02-2000,3.6,26.89
0,2.5,27.54,57,16-02-2000,3.47,26.55
0,2.5,27.63,57.44,17-02-2000,3.06,25.52
0,2.5,27.13,57.94,18-02-2000,3.18,24.56
0,2.5,26.33,63.12,19-02-2000,3.03,24.48
0,2.5,25.09,65.38,20-02-2000,3.12,23.72
0,2.45,24.92,62.75,21-02-2000,3.7,23.03
0,2.45,25.3,59.06,22-02-2000,3.59,22.41
0,2.45,26.43,63.12,23-02-2000,4.19,22.39
0,2.45,26.5,67.06,24-02-2000,3.63,21.92
0,2.4,25.94,69.31,25-02-2000,3.24,21.64
0,2.4,26.04,71.44,26-02-2000,3.23,21.19
0,2.4,26.94,72.94,27-02-2000,3.35,20.79
0,2.4,28.41,66,28-02-2000,3.29,20.76
0,2.3,29.19,59.38,29-02-2000,3.22,20.6
0,2.3,28.83,57.25,01-03-2000,3.06,20.22
0,2.3,28.01,51.31,02-03-2000,3.72,19.95
0,2.3,28.07,53.06,03-03-2000,3.7,21.36
0,2.3,27.99,54.25,04-03-2000,3.62,21.42
0,2.3,28.15,56.19,05-03-2000,3.63,26.86
0,2.3,27.08,62.19,06-03-2000,3.51,29.83
0,2.3,27.05,63.44,07-03-2000,3.13,30.54
0,2.3,27.26,65.75,08-03-2000,3.05,29.95
0,2.3,27.98,63.69,09-03-2000,3.2,29.15
0,2.3,28.14,59.06,10-03-2000,3.41,30.35
0,2.3,28.11,61.06,11-03-2000,3.58,31.23
0,2.3,28.3,62.31,12-03-2000,3.12,30.51
0,2.3,27.78,62.69,13-03-2000,3.24,33.24
0,2.3,28.36,59.69,14-03-2000,2.77,35.95
0,2.3,28.74,52.94,15-03-2000,2.93,35.62
0,2.3,28.23,52,16-03-2000,3.07,34.34
0,2.3,27.63,60.56,17-03-2000,3.31,34.2
0,2.3,28.14,61.5,18-03-2000,3.27,35.07
0,2.96,27.98,65.75,19-03-2000,3.3,34.1
0,2.95,27.87,67.94,20-03-2000,3.55,32.36
0,2.75,28.43,61.19,21-03-2000,3.29,30.92
0,2.72,28.74,56.88,22-03-2000,3.3,31.92
0,2.83,28.58,58,23-03-2000,3.43,33.1
0,2.73,29.8,57.81,24-03-2000,3.2,32.64
0,2.66,29.4,62.19,25-03-2000,3.14,35.67
0,2.6,29.33,59.31,26-03-2000,3.14,35.67
0,2.4,29.58,60.31,27-03-2000,3.18,34.84
0,1.98,29.56,60.69,28-03-2000,2.94,33.5
0,1.91,29.64,59.56,29-03-2000,2.66,33
0,1.85,29.32,63.75,30-03-2000,2.71,31.85
0,1.81,29.19,65.5,31-03-2000,2.68,30.18
0,1.59,28.62,68.56,01-04-2000,2.93,28.68
0,1.53,28.38,72.12,02-04-2000,3.46,27.3
0.6,1.5,28.58,72.12,03-04-2000,4.18,26.09
1.3,1.52,27.99,76.56,04-04-2000,4.43,25.1
0,1.49,27.58,78.19,05-04-2000,3.43,24.26
0,1.5,28.01,76,06-04-2000,3.11,23.53
1.4,1.46,28.28,74.25,07-04-2000,3.07,22.9
0,1.43,28.81,68.88,08-04-2000,2.91,22.32
0,4.92,28.54,68.88,09-04-2000,2.84,21.82
11.7,1.46,28.94,69.94,10-04-2000,2.56,21.38
9.3,1.45,28.87,72.56,11-04-2000,3.04,21
0.5,1.42,28.2,73.88,12-04-2000,2.75,21.43
0.5,1.47,27.92,67.75,13-04-2000,2.76,22.99
0,1.53,28.62,66.81,14-04-2000,3.18,22.29
0,1.3,28.78,66.69,15-04-2000,3.76,21.89
0,1.48,29.31,65.88,16-04-2000,3.91,21.44
2.2,1.3,29.03,70.06,17-04-2000,3.47,21.03
12.3,1.48,28.94,70.81,18-04-2000,2.97,20.66
5,1.42,29.68,67.44,19-04-2000,2.89,20.33
0,1.33,29.04,70.12,20-04-2000,2.86,20.09
0,1.26,28.05,74,21-04-2000,2.71,19.79
0.5,1,28.45,67.31,22-04-2000,2.62,19.5
0.5,1.1,28.61,70.12,23-04-2000,2.78,19.32
10.5,1.2,27.9,76.81,24-04-2000,2.57,19.04
8.8,1.3,28.31,74.06,25-04-2000,3.08,18.83
0,2.2,29.11,67.62,26-04-2000,3.16,18.68
0,2.5,29.22,67.94,27-04-2000,3.08,18.75
0,2.5,29.12,69.31,28-04-2000,3.31,19.06
0,2.5,28.96,69.31,29-04-2000,3.04,18.98
0,2.45,29.33,66.81,30-04-2000,3.19,18.73
0,2.45,29.11,69.5,01-05-2000,2.88,20.54
0.5,2.45,28.78,68.19,02-05-2000,3.06,24.06
7.4,2.45,28.25,70.69,03-05-2000,2.91,27.02
0,2.45,28.59,66.56,04-05-2000,2.78,26.36
0.3,2.56,28.77,68.56,05-05-2000,2.82,24.86
8.8,2.51,28.82,67.06,06-05-2000,2.7,23.93
1.7,2.43,27.88,72.06,07-05-2000,2.84,23.2
0.1,2.4,27.83,72.19,08-05-2000,2.95,23.66
0,2.58,28.88,68.31,09-05-2000,2.76,24.11
0,2.51,28.73,71.38,10-05-2000,2.53,23.17
0,2.4,28.99,69.38,11-05-2000,2.78,22.48
0,2.4,28.99,67.56,12-05-2000,2.96,21.91
0,2.4,29.08,64.94,13-05-2000,3.16,21.56
0,2.4,29.23,66.44,14-05-2000,2.91,21.82
0,2.4,28.57,71.19,15-05-2000,2.57,21.36
0.2,2.4,26.57,81.31,16-05-2000,2.42,20.96
7,2.4,26.26,84.31,17-05-2000,2.54,20.58
19.7,2.45,27.73,77.69,18-05-2000,2.82,20.23
17.1,2.45,27.74,77.5,19-05-2000,2.93,19.91
4.1,2.2,27.58,78.38,20-05-2000,3.03,19.61
4.2,2.1,27.5,80,21-05-2000,2.98,19.33
0.3,3,28.08,76.5,22-05-2000,2.62,19.06
0,3.8,28.05,78.44,23-05-2000,2.74,18.8
0,3.37,28.01,79.19,24-05-2000,2.81,18.58
0.2,4.5,27.8,80.81,25-05-2000,2.85,18.41
0,7.45,26.58,87.38,26-05-2000,2.82,18.22
0,20.26,25.85,87.56,27-05-2000,2.56,17.99
1.2,46.33,25.61,86.62,28-05-2000,2.98,17.79
0.2,56,26.07,81.81,29-05-2000,3.25,17.6
0,51.54,26.23,84.75,30-05-2000,2.79,17.41
7.6,41.02,26.81,83.44,31-05-2000,2.68,17.23
6.7,38.69,25.99,88.81,01-06-2000,2.45,17.09
0.9,13.06,25.6,86.31,02-06-2000,2.57,18.91
0.2,16.68,26.05,87.19,03-06-2000,2.38,19.04
0.4,52.23,26,89.31,04-06-2000,2.64,19.51
15.4,84.3,26.08,88.38,05-06-2000,2.81,20.54
28.1,368.4,26.33,89.94,06-06-2000,2.63,20.87
22.9,195.3,26.08,88.62,07-06-2000,2.74,20.92
62.5,718.8,26.33,85.88,08-06-2000,2.52,21.42
47.7,677.2,25.58,87,09-06-2000,2.64,20.89
46.5,485.2,25.18,88.88,10-06-2000,2.7,20.36
65.3,684.5,24.05,88.31,11-06-2000,2.54,19.92
63.2,641.7,24.4,86.06,12-06-2000,2.99,19.53
63.3,617.1,25.08,89.06,13-06-2000,2.93,19.18
74.9,785.1,25.35,90.88,14-06-2000,2.85,18.85
53.5,592.7,25.87,88.94,15-06-2000,2.95,18.55
48.5,540.7,26.08,87.06,16-06-2000,2.71,18.26
41,432.7,26.02,85.69,17-06-2000,2.76,18.09
43.7,446.9,26.15,86.81,18-06-2000,2.72,17.83
57.4,590.6,26.01,89.06,19-06-2000,2.56,17.59
61.4,892.7,25.83,89.44,20-06-2000,2.66,17.36
84.1,1455,25.72,90.19,21-06-2000,2.55,17.14
87,1348,25.7,91.38,22-06-2000,2.54,16.93
76.6,879.9,25.87,89.75,23-06-2000,2.61,16.73
72.7,774.5,25.69,88.25,24-06-2000,2.57,16.53
52.4,525,25.75,87,25-06-2000,2.56,16.35
41.2,419.2,24.65,88.94,26-06-2000,2.48,16.17
44.1,428.5,25.14,86.5,27-06-2000,2.61,16
46.5,489.1,25.11,89.5,28-06-2000,2.69,15.85
48.5,555.4,25.23,89.44,29-06-2000,2.49,15.72
57.3,680.8,25.75,91.44,30-06-2000,2.65,15.6
60.6,711.2,25.89,87.56,01-07-2000,2.5,15.49
63.8,756.7,25.76,86.69,02-07-2000,2.56,15.39
62.5,748,25.23,89.69,03-07-2000,2.84,15.29
43.2,519.2,24.87,92,04-07-2000,3.05,15.2
56.1,556.9,25.16,91.06,05-07-2000,3.26,15.11
65.9,727.5,25.32,91.75,06-07-2000,3.27,15.03
75.2,804.4,24.61,91.94,07-07-2000,3.03,14.95
62.4,716,24.93,90.94,08-07-2000,2.63,14.88
73.7,1386,24.38,91.56,09-07-2000,2.54,14.81
69.9,1271,24.67,90.69,10-07-2000,2.64,14.75
70.4,1622,25.19,93.88,11-07-2000,2.63,14.68
79.4,1593,25.15,93.06,12-07-2000,2.74,14.62
84.9,2472,25.19,92,13-07-2000,2.56,14.56
86.3,2041,25.15,92.06,14-07-2000,2.61,14.51
89.4,2070,25.04,91.31,15-07-2000,2.69,14.47
74.5,1684,25.15,88.5,16-07-2000,2.61,14.43
69.8,1100,25.2,90.5,17-07-2000,2.6,14.4
66.6,943.4,25.15,90.75,18-07-2000,2.66,14.36
63.2,935.4,25.43,89.31,19-07-2000,2.77,14.33
53.6,801.8,25.76,86.69,20-07-2000,2.63,14.29
56.9,732.5,25.56,85.31,21-07-2000,2.61,14.31
52.6,630.1,25.53,84.69,22-07-2000,2.34,14.27
50,536.6,25.55,83.94,23-07-2000,2.45,14.24
54,544.2,25.67,83.81,24-07-2000,2.71,14.21
43.2,431.2,25.51,85.31,25-07-2000,2.58,14.18
40.2,431.7,25.23,86.38,26-07-2000,2.49,14.15
40.2,410.2,25.16,87.75,27-07-2000,2.32,14.13
39.5,394.7,25.45,85.5,28-07-2000,2.44,14.1
38.02,414.3,25.61,85.44,29-07-2000,2.77,14.08
39.8,421.9,25.44,86.88,30-07-2000,2.77,14.06
38.1,377.8,25.73,84.56,31-07-2000,2.57,14.03
36,339.2,25.63,85.12,01-08-2000,2.43,14.02
26,299.3,25.63,86,02-08-2000,2.65,13.99
24.2,276.7,26.01,86.69,03-08-2000,2.54,13.97
36,247.7,26.1,87.75,04-08-2000,2.34,13.95
31.7,251.5,26.46,87.38,05-08-2000,2.44,13.93
36.7,301.4,25.37,92.25,06-08-2000,2.61,13.92
47.7,594.2,25.01,91.88,07-08-2000,2.43,13.9
31.3,352.1,24.58,86.62,08-08-2000,2.41,13.88
39.08,440.4,24.73,88.44,09-08-2000,2.41,14.03
51.8,689.1,25.42,87.12,10-08-2000,2.45,14.01
54.8,634.6,25.33,88.62,11-08-2000,2.37,13.98
56.7,656.3,25.12,89.12,12-08-2000,2.33,13.96
51.1,604.7,25.07,90.38,13-08-2000,2.46,13.93
59.4,569,25.18,91.44,14-08-2000,2.61,13.91
40.2,453.6,24.94,91.5,15-08-2000,2.54,13.88
30.8,356.1,24.76,88.5,16-08-2000,2.39,13.86
61.2,768.7,24.71,88.5,17-08-2000,2.38,13.86
33,441.1,25.59,88.06,18-08-2000,2.3,13.84
51.68,658.6,24.78,87.38,19-08-2000,2.36,13.82
61.1,614.4,24.99,88.38,20-08-2000,2.23,13.8
66.6,634.3,25.31,89.81,21-08-2000,2.32,13.78
67.51,861.2,25.47,88.12,22-08-2000,2.36,13.77
74.7,1389,25.08,90.69,23-08-2000,2.29,13.76
79,1760,24.8,88.56,24-08-2000,2.7,13.74
82.8,2020,25.26,90.81,25-08-2000,2.81,13.73
86.6,2669,25.26,90,26-08-2000,2.76,13.71
84.5,2431,24.84,91,27-08-2000,2.56,13.87
74,1827,24.8,92.69,28-08-2000,2.48,13.85
67.7,1409,24.92,90.12,29-08-2000,2.59,13.81
64.9,1378,24.98,88.69,30-08-2000,2.64,13.78
62.5,1140,25.24,88.62,31-08-2000,2.6,13.76
60.4,918.6,25.47,88.56,01-09-2000,2.57,13.73
72.7,929.2,25.6,89.25,02-09-2000,2.51,13.73
68.7,742.9,25.26,89.31,03-09-2000,2.62,12.96
70.2,827,25.1,89,04-09-2000,2.39,12.94
81.7,898.9,25.16,89.31,05-09-2000,2.34,12.93
83.2,943.6,25.33,87.38,06-09-2000,2.32,12.92
70.5,758,25.37,87.44,07-09-2000,2.35,12.92
71.2,713.1,25.69,84.88,08-09-2000,2.49,12.91
60.7,628.6,25.93,84.88,09-09-2000,2.56,12.97
47,527.1,25.4,87.62,10-09-2000,2.79,13
47.8,482.1,25.37,86.75,11-09-2000,2.63,12.98
56.8,504.2,25.37,85.69,12-09-2000,2.66,12.97
53.4,469.74,25.73,87.38,13-09-2000,2.91,12.95
52.4,522.5,25.71,89.12,14-09-2000,2.83,12.94
41.8,429.78,25.44,90.75,15-09-2000,2.55,13.02
67.4,703.2,25.72,87.69,16-09-2000,2.33,13.08
50.12,511.4,25.48,89.38,17-09-2000,2.35,13.23
31.1,356.1,25.44,90.56,18-09-2000,2.35,13.51
37.3,382.8,25.54,89.69,19-09-2000,2.36,13.46
46.8,403.4,25.98,85.31,20-09-2000,2.41,13.41
38,393.7,26.01,89.69,21-09-2000,2.5,13.46
69.3,729.1,25.63,92.56,22-09-2000,2.44,13.45
61.5,637.1,26.11,88.56,23-09-2000,2.47,13.4
68.7,759.2,26.47,84.56,24-09-2000,2.44,15.22
24.5,368.4,26.18,85.19,25-09-2000,2.53,15.44
27.9,432.1,26.13,89.19,26-09-2000,2.64,15.18
50.8,681.5,25.8,90.12,27-09-2000,2.54,14.99
39.4,489.8,25.84,89.31,28-09-2000,2.67,15.27
64.4,754,25.73,88.44,29-09-2000,2.46,15.28
43.3,410.52,25.04,92.94,30-09-2000,2.32,18.61
44.3,411.09,24.68,93.75,01-10-2000,2.42,17.62
50.3,630.7,24.31,89.31,02-10-2000,2.37,17.13
87.6,937.5,24.54,88.94,03-10-2000,2.37,16.78
33.9,480.6,24.76,88.94,04-10-2000,2.31,17.26
41.5,430.6,25.1,87.88,05-10-2000,2.36,16.99
40.7,381.2,25.14,89.25,06-10-2000,2.65,17.36
23.1,345,25.19,89.25,07-10-2000,2.63,17.05
47.4,579.8,25.19,89.31,08-10-2000,2.66,17.32
36.5,419.2,24.88,89.12,09-10-2000,2.57,17.01
80.6,1037,25.18,87.75,10-10-2000,2.4,16.71
27.6,374.6,25.78,84.81,11-10-2000,2.49,16.46
42.1,409.7,26.01,84.44,12-10-2000,2.33,16.23
31.4,317.2,25.59,86.19,13-10-2000,2.35,16.06
27.6,313.7,25.94,83.56,14-10-2000,2.35,16.5
39.4,476.2,26.4,87,15-10-2000,2.4,16.79
32.7,412.7,26.25,86.81,16-10-2000,2.33,16.49
31.5,315.9,26.34,85.69,17-10-2000,2.28,16.22
21.5,273.8,26.19,84.38,18-10-2000,2.34,16.05
24.1,243.7,25.72,86.44,19-10-2000,2.33,15.86
30,314.7,25.08,85.06,20-10-2000,2.48,15.68
34,249.8,24.81,90.69,21-10-2000,2.42,15.57
31.4,353.2,25.51,91.94,22-10-2000,2.47,15.42
19.1,270.5,25.31,85.94,23-10-2000,2.68,15.44
43.4,460.3,25.87,80.56,24-10-2000,2.98,15.31
20.4,250.2,24.76,77.94,25-10-2000,2.79,15.91
18,239.6,25.2,77.5,26-10-2000,2.29,15.98
17.6,229.2,26.07,81.69,27-10-2000,2.01,15.89
17,207.7,26.3,80.06,28-10-2000,2.23,15.98
17.1,205.8,26.09,81.38,29-10-2000,2.52,16.38
17.5,203,25.69,81.19,30-10-2000,2.42,16.57
17.7,204.1,25.49,80.88,31-10-2000,2.43,18.81
16.4,186.1,25.82,72.75,01-11-2000,2.57,23.13
15.4,150.6,25.87,75.31,02-11-2000,2.44,22.53
16.4,165.8,26.48,76.25,03-11-2000,2.33,21.51
14.7,164.1,27.01,77.5,04-11-2000,2.15,21.52
13.7,146.3,27.15,78.5,05-11-2000,2.33,20.87
11.4,155.9,26.51,80.19,06-11-2000,2.53,20.94
10.4,139.5,25.99,81.19,07-11-2000,2.51,20.42
9.7,131.3,25.81,73.5,08-11-2000,2.5,20.45
9.7,138.6,25.53,72.69,09-11-2000,2.56,20.47
7.8,135,26.26,73.69,10-11-2000,2.49,20.51
8.9,129.7,26.67,73.62,11-11-2000,2.54,21.57
8.9,115.1,26.25,73.25,12-11-2000,2.23,21.19
8.7,98.32,24.86,71.19,13-11-2000,2.66,28.84
8.4,84.07,24.59,67.44,14-11-2000,2.57,26.59
6.7,83.39,24.97,72.56,15-11-2000,2.47,25.46
8.7,80.39,24.5,71.06,16-11-2000,2.65,24.9
8.7,76.99,24.77,70.75,17-11-2000,2.7,28.74
6.7,72.07,24.88,70.12,18-11-2000,2.45,30.91
6.7,68.73,25.94,72.44,19-11-2000,2.58,34.42
6.7,61.92,25.65,79.62,20-11-2000,2.46,34.38
6.7,64.83,25.85,79.81,21-11-2000,2.35,31.28
7.9,80.53,26.18,76.06,22-11-2000,2.46,29.74
6.7,78.24,26.88,79.75,23-11-2000,2.15,28.05
7.7,74.81,27.09,76.31,24-11-2000,2.26,26.85
6.7,68.22,26.73,70.44,25-11-2000,2.82,32.67
6.7,65.18,25.61,67.69,26-11-2000,2.55,33.34
6.7,60.16,24.76,65.94,27-11-2000,2.36,30.97
6.7,63.65,24.98,71.75,28-11-2000,2.59,31.81
6.7,58.07,25.16,72.62,29-11-2000,2.26,31.57
6.7,55.8,26.58,80.69,30-11-2000,2.37,32.42
6.7,53.9,25.88,82.31,01-12-2000,2.36,30.55
6.7,53.1,26.81,78.5,02-12-2000,2.37,31.31
7.8,73.35,26.48,76.75,03-12-2000,2.92,32.19
6.7,70.05,27.65,73.62,04-12-2000,3.09,30.88
6.7,59.56,26.92,67.19,05-12-2000,2.67,29.6
6.7,55.2,25.02,59,06-12-2000,2.6,31.3
6.7,51.06,24.23,58.88,07-12-2000,2.65,30.12
6.7,49.14,23.8,59.19,08-12-2000,2.79,32.14
6.7,45.57,24.08,57.19,09-12-2000,2.28,30.99
6.7,42.7,24.39,57.06,10-12-2000,1.95,31.33
6.7,39.71,24.15,57.62,11-12-2000,2.13,33.43
6.7,40.87,24,55.31,12-12-2000,1.96,33.48
0,37.47,24.01,53.19,13-12-2000,2,33.4
0,36.97,24.41,54,14-12-2000,2.19,32.76
0,36.35,23.9,56.81,15-12-2000,2.15,33
0,34.32,23.94,57.25,16-12-2000,2.42,34.86
0,33.73,24.12,60.12,17-12-2000,2.4,35.01
0,31.42,24.43,61.94,18-12-2000,2.24,33.71
0,30.71,24.38,55.19,19-12-2000,2.46,32.81
0,30.14,24.39,58.75,20-12-2000,2.41,32.55
0,22.77,24.21,60.12,21-12-2000,2.69,32.95
0,22.82,24.15,59.69,22-12-2000,2.52,32.02
0,21.88,24.95,65.12,23-12-2000,2.48,32.64
0,20.68,24.83,58.31,24-12-2000,2.7,32.66
0,23.49,24.37,59.88,25-12-2000,3.36,33.58
0,22.77,24.14,59.88,26-12-2000,3.29,35.88
0,18.9,24.95,59.75,27-12-2000,3.35,34.83
0,18.22,24.22,63.56,28-12-2000,3.53,34.87
0,21.36,26.66,67.38,29-12-2000,3.48,35.58
0,16.93,26.42,77.38,30-12-2000,3.51,35.19
0,15.95,26.26,76.44,31-12-2000,3.62,35
0,19.35,25.67,74.88,01-01-2001,3.63,34.32
0,23.18,25.2,72.69,02-01-2001,3.81,35.12
0,22.94,25.59,71.69,03-01-2001,3.42,34.6
0,22.26,26.68,68.88,04-01-2001,3.41,34.52
0,21.92,26.78,67.12,05-01-2001,3.01,33.87
0,21.42,26.33,66.06,06-01-2001,3.16,34.38
0,20.93,25.2,59.56,07-01-2001,2.59,33.79
0,18.39,25.29,55.81,08-01-2001,3.17,32.51
0,19.96,25.56,59.5,09-01-2001,2.95,32.91
0,17.24,26.37,63.81,10-01-2001,2.83,33.5
0,17.23,26.85,66.44,11-01-2001,2.83,35.86
0,16.7,26.87,68.62,12-01-2001,2.7,36.28
0,16.57,27.41,68,13-01-2001,2.6,36.34
0,16.51,27.37,66.56,14-01-2001,2.47,36.37
0,15.66,26.84,61.62,15-01-2001,2.5,36.36
0,16.12,26.04,66.31,16-01-2001,2.83,36.37
0,15.69,26.55,55.12,17-01-2001,2.74,36.33
0,15.15,26.13,50.88,18-01-2001,2.39,36.1
0,15.01,26.84,54.62,19-01-2001,2.51,36.1
0,0,27.01,56.75,20-01-2001,3.15,36.15
0,0,26.67,54.75,21-01-2001,2.9,36.14
0,0,26.41,57,22-01-2001,2.85,35.54
0,0,26.58,55.31,23-01-2001,2.87,35.42
0,0,27.86,60.44,24-01-2001,3.15,35.56
0,0,28.2,65.25,25-01-2001,3.76,35.68
0,0,27.37,57.25,26-01-2001,3.7,35.9
0,0,25.6,57.88,27-01-2001,3.1,35.97
0,0,26.69,51.19,28-01-2001,3.34,35.89
0,0,26.4,53.44,29-01-2001,3.34,35.95
0,0,26.94,53.38,30-01-2001,3.31,35.71
0,0,27.58,57,31-01-2001,3.19,35.32
0,0,27.69,67.75,01-02-2001,3.2,34.08
0,0,27.11,70.19,02-02-2001,3.25,34.7
0,0,27.54,71.56,03-02-2001,3.27,34.63
0,0,27.59,69.94,04-02-2001,3.16,34.77
0,0,27.8,63.56,05-02-2001,2.87,34.59
0,0,27.72,60.12,06-02-2001,3.17,34.96
0,0,27.85,51.44,07-02-2001,3.49,35.38
0,0,27.53,51.81,08-02-2001,3.07,36.19
0,0,27.13,59,09-02-2001,3.27,36.22
0,0,26.5,55.69,10-02-2001,3.24,36.33
0,0,26.65,59.62,11-02-2001,3.2,36.36
0,0,27.15,48.25,12-02-2001,3.65,36.32
0,0,27.33,64.56,13-02-2001,3.61,36.24
0,0,27.51,64.62,14-02-2001,3.59,36.24
0,0,27.12,62.44,15-02-2001,3.4,36.28
0,0,27.02,59.62,16-02-2001,3.83,35.8
0,0,27.27,54.56,17-02-2001,3.75,34.63
0,0,27.48,55.56,18-02-2001,3.39,34.05
0,0,27.84,57.44,19-02-2001,3.54,36.08
0,0,28.12,58.44,20-02-2001,3.15,36.13
0,0,27.85,62.62,21-02-2001,3.66,35.87
0,0,28.12,66.06,22-02-2001,3.02,35.48
0,0,28.17,67.31,23-02-2001,3.08,34.93
0,0,28.48,68.81,24-02-2001,3.52,34.67
0,0,28.26,67.12,25-02-2001,3.72,34.41
0,0,27.57,65,26-02-2001,3.44,33.96
0,0,27.6,62,27-02-2001,3.37,32.86
0,0,27.83,62.25,28-02-2001,3.2,31.29
0,0,28.55,58.94,01-03-2001,3.06,30.2
0,0,28.37,58.38,02-03-2001,3.01,30.48
0,0,28.23,56.88,03-03-2001,3.6,31.17
0,0,28.11,61.94,04-03-2001,3.18,33.55
0,0,28.62,59,05-03-2001,3.01,35.09
0,0,28.09,59.62,06-03-2001,3.08,34.52
0,0,28.76,52.81,07-03-2001,3.32,33.42
0,0,27.87,51.06,08-03-2001,3.21,32.33
0,0,27.06,59.25,09-03-2001,3,32.14
0,0,27.49,60.06,10-03-2001,3.28,31.67
0,0,27.65,61.12,11-03-2001,3.12,30.87
0,0,28.18,62.06,12-03-2001,3.26,29.97
0,0,27.9,60.62,13-03-2001,3.79,29.6
0,0,28.03,61.06,14-03-2001,4.61,29.93
0,0,28.65,61.5,15-03-2001,4.27,29.61
0,0,28.91,57.88,16-03-2001,3.81,28.67
0,0,29.39,55.31,17-03-2001,3.73,28.36
0,0,29.37,59.62,18-03-2001,4.09,28.76
0,0,29.5,60.19,19-03-2001,3.44,28.33
0,0,28.85,60,20-03-2001,3.06,28.59
0,0,28.46,63.75,21-03-2001,2.95,30.72
0,0,28.9,60.88,22-03-2001,3,30.31
0,0,29.02,56.81,23-03-2001,3.26,29.41
0,0,28.75,60.25,24-03-2001,3.68,33.7
0,0,28.26,61.75,25-03-2001,3.86,35.54
0,0,27.88,66.19,26-03-2001,3.99,36.26
0,0,28.23,64.69,27-03-2001,3.37,36.3
0,0,28.94,63.56,28-03-2001,3.47,35.66
0,0,28.67,63.81,29-03-2001,3.44,35.79
0,0,28.02,64.31,30-03-2001,3.48,36.2
0,0,28.84,57.19,31-03-2001,3.52,36.25
0,0,29.09,55.69,01-04-2001,3.8,36.26
0,0,28.75,63.81,02-04-2001,3.62,36.15
0,0,28.87,62.5,03-04-2001,3.57,36.28
2.4,0,29.81,60.94,04-04-2001,3.7,35.99
0,0,29.53,63.88,05-04-2001,3.47,34.88
9.4,0,29.12,67.75,06-04-2001,3.39,33.63
0,0,29.44,66.69,07-04-2001,3.76,33.47
0,0,27.53,78.81,08-04-2001,3.31,33.23
0,0,27.06,81.75,09-04-2001,3.32,35.42
0,0,27.92,78.94,10-04-2001,3.4,34.64
4.8,0,27.9,79.62,11-04-2001,3.46,32.93
29.5,0,26.81,84.31,12-04-2001,3.39,32.12
37.1,0,26.83,80.94,13-04-2001,3.39,31.88
8,0,26.93,82.75,14-04-2001,3.86,31.02
0.6,0,26.43,85.75,15-04-2001,3.55,31.31
0,0,26.64,82.12,16-04-2001,3.42,30.77
0,0,26.93,79.75,17-04-2001,3.93,29.72
7.6,0,27.14,74.12,18-04-2001,3.92,28.59
0.8,0,27.54,74,19-04-2001,3.41,29.42
0,0,28.22,72.56,20-04-2001,3.69,29.07
0.7,0,28.26,75,21-04-2001,3.73,27.87
