Rainfall, Discharge ,Temperature ,RH,Date,ETO mm,Soil Moisture %
0,0,28.12,60.5,26-02-2004,3.72,22.76
0,0,28.26,66,27-02-2004,3.44,22.11
0,0,28.4,64.56,28-02-2004,3.37,21.58
0,0,28.5,59.44,29-02-2004,3.2,21.14
0,0,28.62,60.56,01-03-2004,3.06,21.74
0,0,29.41,60.88,02-03-2004,3.01,21.63
0,0,29.36,59.19,03-03-2004,3.6,21.85
0,0,29.51,61,04-03-2004,3.18,22.79
0,0,29.05,54.62,05-03-2004,3.01,22.19
0,0,29.66,56.81,06-03-2004,3.08,21.6
0,0,29.69,60.25,07-03-2004,3.32,21.11
0,0,29.67,65.56,08-03-2004,3.21,20.68
0,0,29.57,59.31,09-03-2004,3,20.31
0,0,29.37,51.5,10-03-2004,3.28,19.97
0,0,28.6,57,11-03-2004,3.12,19.67
0,0,29.67,55.56,12-03-2004,3.26,19.64
0,0,29.43,57.31,13-03-2004,3.79,19.46
0,0,30.51,54.38,14-03-2004,4.61,22.29
0,0,30.2,55.5,15-03-2004,4.27,21.49
0,0,30.59,55.88,16-03-2004,3.81,21.25
0,0,29.4,64.56,17-03-2004,3.73,24.12
0,0,30.25,60.12,18-03-2004,4.09,24.04
0,0,30.19,62.62,19-03-2004,3.44,22.91
0,0,29.19,67.44,20-03-2004,3.06,22.19
0,0,29.65,66.69,21-03-2004,2.95,21.61
0,0,29.84,66.88,22-03-2004,3,21.33
0,0,29.2,70.25,23-03-2004,3.26,20.98
0,0,29.26,67.69,24-03-2004,3.68,20.81
0,0,28.94,68.62,25-03-2004,3.86,20.43
1.1,0,29.72,63.06,26-03-2004,3.99,20.09
0.4,0,30.25,61.62,27-03-2004,3.37,19.78
0,0,29.76,66.69,28-03-2004,3.47,19.49
0.1,0,29.11,69.81,29-03-2004,3.44,20.39
0.1,0,27.83,77.06,30-03-2004,3.48,23.23
0,0,28.35,73.62,31-03-2004,3.52,23.24
9.6,0,27.05,75.56,01-04-2004,3.8,24.15
2.9,0,28.97,65.94,02-04-2004,3.62,23.37
34,0,29.13,69.19,03-04-2004,3.57,22.67
53.1,0,28.05,77.31,04-04-2004,3.7,22.09
0,0,28.05,77.88,05-04-2004,3.47,21.61
3.9,0,27.25,81.38,06-04-2004,3.39,21.18
0,0,27.86,76.06,07-04-2004,3.76,20.78
0,0,29.24,66.88,08-04-2004,3.31,20.41
0,0,29.19,63.75,09-04-2004,3.32,20.07
0,0,29.64,65.94,10-04-2004,3.4,19.76
0.8,0,29.65,68.12,11-04-2004,3.46,19.46
0,0,30.55,63.75,12-04-2004,3.39,19.17
0,0,29.67,69.69,13-04-2004,3.39,18.91
0,0,29.68,67.38,14-04-2004,3.86,18.66
0,0,29.95,65.44,15-04-2004,3.55,18.43
0,0,29.21,69.38,16-04-2004,3.42,18.21
0,0,29.7,65.88,17-04-2004,3.93,17.99
0,0,29.62,65.94,18-04-2004,3.92,17.79
0,0,30.08,62.81,19-04-2004,3.41,17.6
0,0,30.76,63.62,20-04-2004,3.69,17.42
0,0,30.01,66.44,21-04-2004,3.73,17.25
10.7,0,29.73,67.38,22-04-2004,4.08,17.09
9.2,0,29.43,68.75,23-04-2004,4.52,16.93
13.6,0,30.22,66.12,24-04-2004,4.4,16.79
8.4,0,30.51,63.44,25-04-2004,3.99,16.65
0,0,29.91,67.31,26-04-2004,3.73,16.51
0,0,30.05,63.5,27-04-2004,3.69,16.38
0,0,30.26,60.12,28-04-2004,3.18,16.26
0,0,29.72,65.25,29-04-2004,3.27,16.14
25.7,0,29.83,68.31,30-04-2004,3.55,16.03
1.5,0,30.48,67.25,01-05-2004,3.72,15.92
1.5,0,30.69,67.12,02-05-2004,3.78,15.82
0,0,29.77,71.81,03-05-2004,3.38,15.72
10.7,0,27.3,76.69,04-05-2004,3.44,15.54
24.9,0,26.27,86.88,05-05-2004,3.56,15.45
12.6,0,27.3,84.5,06-05-2004,3.7,15.36
22.1,0,26.88,84.56,07-05-2004,4.07,15.28
23.3,0,26.76,87.31,08-05-2004,4.02,15.2
1.8,0,26.52,88,09-05-2004,4.31,15.13
10.6,0,26.98,86.06,10-05-2004,3.87,15.06
0,0,27.12,81.44,11-05-2004,3.37,15
0,0,27.22,80.12,12-05-2004,3.43,15.24
0,0,27.57,82,13-05-2004,3.53,15.2
0,0,27.51,85.75,14-05-2004,3.69,15.13
0,0,26.78,89.44,15-05-2004,3.06,15.06
16.6,0,26.5,85,16-05-2004,3.27,14.99
10.5,0,25.92,89.62,17-05-2004,3.39,14.92
7.9,0,25.93,88.38,18-05-2004,3.23,14.87
8.2,0,26.3,89.25,19-05-2004,3.4,14.81
19.1,0,27.24,82.5,20-05-2004,3.25,14.76
1.9,0,26.92,85.44,21-05-2004,3.68,14.71
10.3,0,26.73,88.62,22-05-2004,3.18,14.66
1.7,0,25.95,91.44,23-05-2004,3.26,14.62
1.3,0,26.31,91,24-05-2004,3.44,14.58
0.3,0,26.82,90.69,25-05-2004,3.25,14.54
20.2,0,26.88,90.5,26-05-2004,3.17,14.5
16.3,0,26.24,88.88,27-05-2004,3.33,14.46
26.4,0,26.49,86,28-05-2004,3.34,14.42
0,0,27.03,89,29-05-2004,3.14,14.39
1.1,0,26.42,88.5,30-05-2004,3.08,14.36
0,0,25.9,91.31,31-05-2004,2.88,14.33
6.3,63.51,26.22,89.5,01-06-2004,3.01,14.29
6.4,64.5,26.22,88.75,02-06-2004,2.76,14.27
11,118.6,25.98,89,03-06-2004,2.76,14.24
48,481.48,26.48,89.88,04-06-2004,2.58,14.21
13,130.9,25.63,90.88,05-06-2004,2.66,14.18
8.2,82.6,25.5,91.25,06-06-2004,2.61,14.16
24,242.5,25.76,91.62,07-06-2004,2.62,14.13
14,146.84,25.62,90.38,08-06-2004,2.5,14.11
42,423.41,25.58,90.31,09-06-2004,2.65,14.08
55,556.24,26.02,92,10-06-2004,3.25,14.06
79,793.22,25.9,90.44,11-06-2004,3.22,14.04
111,1118.61,26.2,88.56,12-06-2004,2.9,14
77,777.29,26.34,89.81,13-06-2004,3,13.98
69,699.9,26.42,90.69,14-06-2004,3.19,13.96
107,1076.22,26.57,91.12,15-06-2004,3.36,13.94
125,1259.94,26.58,90.25,16-06-2004,3.09,13.93
111,1117.98,26.4,89.38,17-06-2004,2.95,13.91
90,901.5,25.9,88.75,18-06-2004,3.21,13.89
74,748.31,25.67,87.56,19-06-2004,3.71,13.88
96,960.03,25.93,86.19,20-06-2004,3.25,13.86
59,591.2,25.94,84.75,21-06-2004,2.73,13.85
45,455.81,26.1,82.94,22-06-2004,2.58,13.83
34,342.09,25.87,83.06,23-06-2004,2.58,13.81
26,260.98,25.97,83.94,24-06-2004,2.58,13.8
21,218.41,26.2,85.62,25-06-2004,2.63,13.79
21,216.69,26.24,86.81,26-06-2004,2.67,13.77
35,353.7,26.05,87.44,27-06-2004,2.37,13.76
27,276.3,26.02,87.5,28-06-2004,2.31,13.75
42,425.6,26.02,87.88,29-06-2004,2.37,13.95
64,640.6,26.21,86.94,30-06-2004,2.5,14.15
57,573.43,26.24,86.06,01-07-2004,2.54,14.12
59,592.11,25.96,88.19,02-07-2004,2.59,14.09
40,404.26,25.99,88.06,03-07-2004,2.5,14.29
80,801.1,26.04,88.5,04-07-2004,2.49,14.25
177,1773,26.07,87,05-07-2004,2.49,14.2
121,1218.97,25.52,85.25,06-07-2004,2.43,13.87
85,857.07,25.14,85.56,07-07-2004,2.41,13.84
55,558.66,25.57,87.19,08-07-2004,2.54,13.8
45,455.92,25.06,90.56,09-07-2004,2.59,13.78
49,499.24,24.81,86.44,10-07-2004,2.68,13.77
63,634.56,24.9,90.62,11-07-2004,2.65,13.74
56,563,25.2,90.38,12-07-2004,2.66,13.71
47,479.06,24.91,87.88,13-07-2004,2.68,13.69
42,424.56,25.69,90.12,14-07-2004,2.52,13.68
48,483.39,26.03,89.31,15-07-2004,2.49,13.66
62,625.89,25.86,91.44,16-07-2004,2.4,13.64
110,1101.11,26.03,89.56,17-07-2004,2.27,13.61
97,973.6,25.93,88.44,18-07-2004,2.3,13.6
65,651,25.55,89,19-07-2004,2.38,13.58
49,490.02,25.11,90,20-07-2004,2.48,13.57
41,414.26,25.01,87.69,21-07-2004,2.5,13.56
64,641.63,25.3,87.69,22-07-2004,2.56,14
56,565.05,25.51,89.31,23-07-2004,2.33,13.91
47,477.5,25.71,88.44,24-07-2004,2.29,14.04
72,725.42,25.48,90.75,25-07-2004,2.26,14.04
186,1868,25.56,89.12,26-07-2004,2.27,14.12
153,1539.95,25.76,88.56,27-07-2004,2.24,14.08
140,1400.43,25.71,87.56,28-07-2004,2.34,14.03
124,1242.55,25.77,86.81,29-07-2004,2.51,13.99
121,1211.16,25.72,87.25,30-07-2004,2.3,13.96
124,1245.51,25.56,87.88,31-07-2004,2.32,13.92
151,1515.36,25.42,87.94,01-08-2004,2.59,13.89
111,1111,25.5,88.19,02-08-2004,2.77,13.86
96,966.93,25.19,92.69,03-08-2004,2.76,13.84
150,1500.6,25.29,90.19,04-08-2004,2.68,13.81
356,3566.65,25.59,90.5,05-08-2004,2.58,13.79
325,3258.37,25.54,92.19,06-08-2004,2.67,14.17
202,2021.42,25.4,91.19,07-08-2004,2.53,14.12
191,1917.48,25.42,90.25,08-08-2004,2.61,14.07
204,2044,25.47,87.81,09-08-2004,2.76,14.03
130,1306.94,25.4,88.06,10-08-2004,2.69,14.6
101,1015.29,25.53,88.69,11-08-2004,2.58,16.32
86,866.3,25.64,91.12,12-08-2004,2.5,16.02
85,851.1,24.72,91.25,13-08-2004,2.63,16.03
161,1610.53,25.5,90.75,14-08-2004,2.71,17.15
242,2426,25.61,91.44,15-08-2004,2.78,16.84
152,1520,25.58,91.12,16-08-2004,2.74,16.66
143,1434.16,25.49,91,17-08-2004,2.61,16.47
160,1606.54,25.21,89.88,18-08-2004,2.57,16.3
115,1159.19,25.1,88.5,19-08-2004,2.61,16.35
130,1306.33,25.2,90.19,20-08-2004,2.46,16.22
154,1545.42,25.41,89.25,21-08-2004,2.39,16.5
107,1077.98,25.58,88.19,22-08-2004,2.46,16.33
94,949.4,25.5,88.56,23-08-2004,2.48,21.76
100,1007.96,25.3,88.12,24-08-2004,2.51,21.18
87,870.22,24.96,87.75,25-08-2004,2.48,22.55
80,809.57,24.94,88.62,26-08-2004,2.47,24.27
70,702.24,25.04,87.75,27-08-2004,2.55,22.78
71,716.47,24.88,87.75,28-08-2004,2.55,23.13
60,603.4,25.04,87.06,29-08-2004,2.45,22.03
51,511.9,25.26,86.25,30-08-2004,2.35,21.3
44,444.96,25.15,85.62,31-08-2004,2.23,20.73
39,399.08,25.25,85.56,01-09-2004,2.27,20.29
36,364.94,25.31,86.44,02-09-2004,2.21,20.43
34,347.53,25.49,86.94,03-09-2004,2.3,19.93
32,322.9,24.91,90.69,04-09-2004,2.33,19.56
29,295.8,24.55,89.25,05-09-2004,2.38,25.35
29,292.2,23.99,88.25,06-09-2004,2.58,23.91
42,427.2,24.61,88.12,07-09-2004,2.67,25.88
40,400.4,24.75,89.94,08-09-2004,2.49,24.19
25,259.8,24.83,88.5,09-09-2004,2.59,23.46
32,325.18,24.4,88.56,10-09-2004,2.62,22.72
36,361.37,24.37,88.56,11-09-2004,2.43,22.67
33,337.09,24.44,86.56,12-09-2004,2.48,22.07
38,386.3,25.33,88.38,13-09-2004,2.42,23.48
34,342.73,25.51,90.38,14-09-2004,2.37,23.49
41,411.86,25.42,89.06,15-09-2004,2.4,23.66
30,301.87,25.55,87.25,16-09-2004,2.39,22.71
23,236.17,26.12,87,17-09-2004,2.56,22.11
25,251.6,25.95,84.62,18-09-2004,2.53,22.07
27,276.3,26.15,83.81,19-09-2004,2.58,21.65
24,242.5,25.83,84.62,20-09-2004,2.56,21.13
20,206.64,25.99,87,21-09-2004,2.62,20.81
20,202.61,25.96,87.06,22-09-2004,2.53,21.38
18,186.39,25.93,85.5,23-09-2004,2.44,21.51
19,193.66,25.81,87.56,24-09-2004,2.42,24.6
19,193.98,25.49,88.44,25-09-2004,2.39,27.93
16,164.72,26.33,85.25,26-09-2004,2.22,28.35
26,260.8,26.13,86.81,27-09-2004,2.1,26.79
29,296.31,25.44,88.31,28-09-2004,2,26.71
44,449.38,24.87,90.31,29-09-2004,2.13,26
36,360.49,25.78,86,30-09-2004,2.27,25.47
0,197.62,26.04,86.5,01-10-2004,2.32,25.04
4.9,162.54,25.49,88.62,02-10-2004,2.23,28.01
12.7,166.2,25,89.44,03-10-2004,2.32,26.65
9.9,583.1,24.65,90.56,04-10-2004,2.3,26.07
0.5,575,25.48,85.19,05-10-2004,2.4,26.81
0,469.18,25.8,76.62,06-10-2004,2.51,28.16
0,248.63,25.62,76.31,07-10-2004,2.41,28.14
0,227.06,25.18,79.75,08-10-2004,2.52,30.48
0,201.7,25.61,82.88,09-10-2004,2.36,29.51
0,179.6,25.87,82.19,10-10-2004,2.59,29.48
0.7,163.6,25.98,84.5,11-10-2004,2.38,28.33
16,150.6,26.11,82.75,12-10-2004,2.29,32.15
0.2,140.5,25.93,85.12,13-10-2004,2.09,29.91
7.8,124.19,25.67,89.88,14-10-2004,2.13,30.04
15.7,467.75,24.87,91.88,15-10-2004,2.31,30.87
0.7,178.59,25.54,88.94,16-10-2004,2.68,30.04
0.8,186.03,25.86,88.94,17-10-2004,2.75,32.8
4.8,221.8,26.51,84.12,18-10-2004,2.88,32.31
0.8,187.86,25.38,82.5,19-10-2004,2.59,33.49
1.4,153.03,26.26,85.62,20-10-2004,2.68,34.12
0,205.01,26.48,86.19,21-10-2004,2.54,34.84
7,185.75,27.01,80.19,22-10-2004,2.39,34.36
4.3,185,27.2,77.5,23-10-2004,2.29,34.35
0,144.48,27.18,79.25,24-10-2004,2.26,33.05
0,118.6,26.83,76.44,25-10-2004,2.51,32.46
0,91.14,27.08,78.44,26-10-2004,2.46,31.77
0,84.28,27.08,77.19,27-10-2004,2.49,33.92
0,75.17,26.98,77.06,28-10-2004,2.48,33.83
2.9,100.6,26.34,81,29-10-2004,2.61,33.1
4.6,99.63,26.77,79,30-10-2004,2.76,32.69
4.2,101.61,26.43,81.94,31-10-2004,2.6,32.8
18.4,85.09,26.01,82.5,01-11-2004,2.13,32.76
0.3,230.51,26.11,84,02-11-2004,2.07,33.14
0,101.96,26.27,83.44,03-11-2004,2.3,33.45
0,191.42,26.43,79,04-11-2004,2.45,33.18
0,85.25,25.81,70.62,05-11-2004,2.95,33.26
0.4,95.44,25.27,80.94,06-11-2004,2.98,34.89
1.2,88.8,25.96,83.88,07-11-2004,2.95,35.5
8.4,107,26.13,86.19,08-11-2004,2.46,35.72
0,91.49,25.58,84.62,09-11-2004,2.51,35.82
0.8,84.04,25.51,86.5,10-11-2004,2.21,35.44
0,153.38,25.73,87.25,11-11-2004,2.04,34.72
0,135.5,26.34,80.94,12-11-2004,2.3,34.11
0,98.39,26.42,77.62,13-11-2004,2.42,33.56
0,100.85,26.09,75.56,14-11-2004,2.4,33.16
0,87.15,26.57,75,15-11-2004,2.11,32.99
0,79.2,26.65,70.62,16-11-2004,2.19,32.06
0,76.81,27.05,73.44,17-11-2004,2.52,30.92
0,61.51,26.91,77.94,18-11-2004,2.55,31.23
0,58.76,26.14,69.12,19-11-2004,2.53,31.67
0,57.41,24.68,65.31,20-11-2004,2.29,31.66
0,53.43,25.65,61.94,21-11-2004,2.55,31.1
0,53.43,25.61,66.06,22-11-2004,2.48,30.4
0,52.78,25.87,71.94,23-11-2004,2.74,30.49
0,49.58,26.31,69.75,24-11-2004,2.63,29.58
0,55.48,25.73,69.62,25-11-2004,2.79,28.77
0,53.75,25.8,71.75,26-11-2004,2.29,27.7
0,53.43,26.72,73.88,27-11-2004,2.72,26.8
0,49.39,25.77,72.12,28-11-2004,2.53,26.32
0,48.32,24.66,63.25,29-11-2004,2.4,25.21
0,45.78,24.47,62.31,30-11-2004,2.58,24.36
0,46.21,24.23,62,01-12-2004,3.2,23.91
0,0,24.69,66.12,02-12-2004,2.72,24.34
0,0,25.71,70.75,03-12-2004,2.67,28.71
0,0,25.13,66.38,04-12-2004,2.56,29.91
0,0,24.88,61.81,05-12-2004,2.29,28.97
0,0,24.4,59.81,06-12-2004,2.56,27.62
0,0,23.8,59.81,07-12-2004,2.91,26.59
0,0,24.46,67,08-12-2004,2.65,25.59
0,0,26.09,68.31,09-12-2004,3.08,24.81
0,0,25.19,65.88,10-12-2004,3.79,24.31
0,0,24.87,63.75,11-12-2004,3.62,23.64
0,0,25.14,63.5,12-12-2004,3.7,22.86
0,0,25.45,65.69,13-12-2004,2.58,22.38
0,0,25.74,69.25,14-12-2004,2.43,21.97
0,0,25.98,62.19,15-12-2004,2.54,21.6
0,0,24.88,60,16-12-2004,2.85,21.3
0,0,24.9,60.19,17-12-2004,2.31,21.06
0,0,24.57,58.69,18-12-2004,2.56,20.9
0,0,24.47,63.94,19-12-2004,2.82,20.83
0,0,24.54,70.56,20-12-2004,3.02,22.4
0,0,24.2,66.62,21-12-2004,3.08,27.22
0,0,24.86,72.56,22-12-2004,3.06,27
0,0,24.72,66.94,23-12-2004,3.57,29.79
0,0,24.92,62.5,24-12-2004,2.88,30.18
0,0,25.31,62.69,25-12-2004,2.55,30.1
0,0,25.14,55.19,26-12-2004,2.98,30.37
0,0,24.85,57.81,27-12-2004,3.43,30.26
0,0,25.52,62.69,28-12-2004,3.64,29.74
0,0,25.76,61.12,29-12-2004,3.48,29.55
0,0,25.78,62.88,30-12-2004,3.43,30.88
0,0,26.23,66.31,31-12-2004,3.19,25.13
0,0,26.69,72.94,01-01-2005,2.91,23.67
0,0,26.7,74.31,02-01-2005,2.92,25.12
0,0,27,72.94,03-01-2005,3.46,24.07
0,0,27.51,69.19,04-01-2005,2.97,25.28
0,0,26.83,59,05-01-2005,2.96,23.91
0,0,26.09,56.25,06-01-2005,2.67,24.62
0,0,25.97,57.56,07-01-2005,3.16,25.18
0,0,26.1,60.69,08-01-2005,3.44,27.26
0,0,26.3,60.06,09-01-2005,3.13,25.51
0,0,25.48,57.62,10-01-2005,3.15,25.08
0,0,25.32,65.81,11-01-2005,3.21,25.99
0,0,25.58,60.62,12-01-2005,2.97,24.81
0,0,25.29,58.25,13-01-2005,3.25,24.61
0,0,25.69,56.25,14-01-2005,3.14,23.74
0,0,26.18,59.12,15-01-2005,3.44,25.97
0,0,25.88,63.31,16-01-2005,3.21,24.53
0,0,26.03,69.56,17-01-2005,3.64,27.72
0,0,26.09,67.56,18-01-2005,3.89,26.08
0,0,26.52,63.62,19-01-2005,3.93,27.28
0,0,27.62,60.38,20-01-2005,3.79,25.75
0,0,28.02,57.56,21-01-2005,3.23,28.97
0,0,28.02,61.25,22-01-2005,3.09,27.61
0,0,27.76,63.94,23-01-2005,3.68,28.61
0,0,27.83,59.56,24-01-2005,3.95,28.36
0,0,27.69,60.75,25-01-2005,3.8,27.25
0,0,27.26,64.81,26-01-2005,3.78,27.86
0,0,26.51,69.75,27-01-2005,3.27,26.81
0,0,26.36,69.75,28-01-2005,2.91,29.14
0,0,26.35,70.19,29-01-2005,2.95,27.49
0,0,26.11,70.38,30-01-2005,2.8,31.91
0,0,26.01,70.44,31-01-2005,2.8,34.61
0,0,26.46,63.31,01-02-2005,2.81,32
0,0,27.24,62.44,02-02-2005,2.82,30.2
0,0,27.38,64.31,03-02-2005,3.42,30.14
0,0,27.65,63.5,04-02-2005,4.17,29.64
0,0,27.35,67.75,05-02-2005,2.95,29.02
0,0,28.06,66,06-02-2005,3.74,28.81
0,0,28.26,59.44,07-02-2005,4.02,28.21
0,0,28.19,49.69,08-02-2005,3.86,27.08
0,0,28.34,47.94,09-02-2005,3.82,27.05
0,0,28.05,45.38,10-02-2005,3.18,29.5
0,0,28.23,45.62,11-02-2005,3.09,28.54
0,0,28.21,48.19,12-02-2005,3.71,27.11
0,0,27.62,47.31,13-02-2005,4.04,27.91
0,0,28.05,49.06,14-02-2005,4.04,28.24
0,0,28.18,65,15-02-2005,3.87,28.03
0,0,28.28,60.38,16-02-2005,4.68,27.34
0,0,27.71,62.12,17-02-2005,4.63,26.72
0,0,27.39,62.75,18-02-2005,4,26.2
0,0,27.37,60.88,19-02-2005,3.39,30.1
0,0,27.32,61.5,20-02-2005,3.08,29.82
0,0,26.44,65.38,21-02-2005,3.23,30.99
0,0,26.9,63.5,22-02-2005,3.76,28.98
0,0,27.81,60.25,23-02-2005,3.66,27.73
0,0,28.03,61.56,24-02-2005,3.2,28.01
0,0,28.55,61.06,25-02-2005,3.02,28.55
0,0,28.89,57.38,26-02-2005,3.11,28.81
0,0,28.65,57.5,27-02-2005,3.34,30.96
0,0,28.74,60.06,28-02-2005,4.05,34.62
0,0,28.96,59.5,01-03-2005,4.1,34.93
0,0,28.87,63.56,02-03-2005,3.95,35.47
0,0,28.54,62.38,03-03-2005,3.48,34.96
0,0,28.52,61.94,04-03-2005,3.05,34.99
0,0,28.71,60,05-03-2005,3.56,34.76
0,0,28.75,61.75,06-03-2005,3.64,34.72
0,0,29,60.56,07-03-2005,3.69,35.1
0,0,28.61,62.31,08-03-2005,3.97,34.86
0,0,28.54,63.31,09-03-2005,4.25,33.96
0,0,28.65,60.81,10-03-2005,4.92,33.24
0,0,28.8,57.25,11-03-2005,4.46,32.49
0,0,28.71,54.75,12-03-2005,4.38,31.37
0,0,28.65,57,13-03-2005,3.44,31.61
0,0,29.56,61.12,14-03-2005,3.4,32.82
0,0,29.01,62.31,15-03-2005,3.35,31.71
0,0,28.98,64.62,16-03-2005,3.41,30.92
0,0,29.4,61.69,17-03-2005,3.96,29.33
0,0,29.36,59,18-03-2005,4.25,28.08
0,0,29.77,59.75,19-03-2005,3.95,30.37
0,0,29.5,62.19,20-03-2005,3.46,30.71
0,0,29.48,62.25,21-03-2005,3.52,29.21
0,0,29.46,65.88,22-03-2005,3.74,29.87
0,0,29.42,61.44,23-03-2005,3.27,28.86
0,0,28.62,58.44,24-03-2005,3.46,28.17
0,0,28.06,61.62,25-03-2005,3.36,28.94
0,0,28.23,65.31,26-03-2005,3.72,30.63
0,0,29.05,65.56,27-03-2005,3.44,34.51
0,0,29.22,67.62,28-03-2005,3.1,34.21
0,0,29,66.94,29-03-2005,3.31,33.83
0,0,28.73,63.88,30-03-2005,3.55,34.33
0,0,28.35,62.94,31-03-2005,3.78,35.95
0,0,28.22,62.75,01-04-2005,3.17,36.12
0,0,29.39,63.19,02-04-2005,3.47,36.14
0,0,29.86,64.56,03-04-2005,3.17,35.91
0,0,29.8,66.44,04-04-2005,3.43,36.2
2.4,0,28.55,74.31,05-04-2005,3.76,36.13
2.5,0,27.78,78.06,06-04-2005,3.6,35.76
1.7,0,26.49,84.56,07-04-2005,3.24,35.41
3,0,27.15,82,08-04-2005,3.96,35.71
5.7,0,27.84,78.88,09-04-2005,3.69,36
1.5,0,28.37,69.94,10-04-2005,3.3,35.73
0,0,29.21,66.12,11-04-2005,3.3,35.29
0,0,28.43,71.56,12-04-2005,3.31,35.49
1.6,0,28.18,70.62,13-04-2005,3.35,35.15
22.2,0,28.78,71.44,14-04-2005,3.19,34.45
16.4,0,28.73,74.12,15-04-2005,3.21,33.76
16.4,0,28.75,74.81,16-04-2005,3.31,33.51
0,0,28.55,75.88,17-04-2005,3.32,33.08
0,0,28.72,76.75,18-04-2005,3.16,32.61
0,0,29.31,73.88,19-04-2005,3.27,32.06
4.4,0,28.51,76.62,20-04-2005,3.22,32.43
25.7,0,27.72,79.19,21-04-2005,3.36,35.04
3.3,0,28.01,78.19,22-04-2005,3.34,34.81
4.8,0,28.58,77.31,23-04-2005,3.79,34.69
0,0,28.54,73,24-04-2005,3.78,34.8
1.4,0,29.71,69.38,25-04-2005,3.98,35.22
17.8,0,29.51,77.56,26-04-2005,4.2,34.04
4.8,0,29.36,74.19,27-04-2005,3.75,33.19
3.4,0,29.61,70.75,28-04-2005,3.66,32.8
0,0,29.79,70.5,29-04-2005,3.74,33.07
0,0,30.07,65.56,30-04-2005,3.94,33.12
0,0,29.44,68.5,01-05-2005,3.7,33.75
0,0,29.66,66.38,02-05-2005,3.35,33.82
0,0,28.88,68.88,03-05-2005,3.55,33.71
0,0,28.7,68.94,04-05-2005,3.31,33.39
0,0,28.49,70.56,05-05-2005,3.15,33.2
0,0,28.82,68,06-05-2005,2.98,34.39
0,0,28.78,65.88,07-05-2005,2.91,33.68
0,0,29.08,64.75,08-05-2005,2.78,32.49
0,0,29.12,67.94,09-05-2005,3,32.04
0,0,28.83,72.31,10-05-2005,2.86,31.17
0,0,28.53,75.56,11-05-2005,2.98,30.68
0.9,0,29.48,72.62,12-05-2005,2.89,29.62
24.7,0,29.39,70.19,13-05-2005,2.8,29.88
0,0,29.89,65.62,14-05-2005,3.06,33.68
0,0,29.48,68.56,15-05-2005,2.9,35.43
0,0,29.98,66.5,16-05-2005,3.07,35.26
0,0,29.88,65.31,17-05-2005,3.11,34.41
0,0,30.23,64.94,18-05-2005,2.88,33.28
0,0,30.3,68.19,19-05-2005,3.05,33.23
0,0,29.58,75.5,20-05-2005,3.11,34.26
1,0,29.26,76.12,21-05-2005,3.27,34.1
15.3,0,30.04,69.06,22-05-2005,3.33,34.1
0.1,0,28.81,75.31,23-05-2005,3.11,34.93
10.8,0,28.69,73.88,24-05-2005,3.28,35.58
1.2,0,29.33,69.25,25-05-2005,3.15,35.45
16.7,0,28.87,75.12,26-05-2005,3.45,34.78
6.2,0,27.64,82.69,27-05-2005,3.53,33.85
0.1,0,27,78.19,28-05-2005,3.62,33.4
0.9,0,28.12,77.38,29-05-2005,3.75,33.83
11.9,0,27.26,84.88,30-05-2005,3.24,34.01
2,0,27.08,85.31,31-05-2005,2.88,33.75
0,0,26.95,86.12,01-06-2005,2.96,33.22
0,0,26.84,89.31,02-06-2005,3.26,32.44
0.3,0,26.68,85.12,03-06-2005,3.14,30.94
0,0,27.85,83,04-06-2005,3.07,29.37
0,0,27.88,85.06,05-06-2005,2.69,28
1.3,0,27.01,87.75,06-06-2005,2.83,26.6
12.4,0,27.3,84.38,07-06-2005,3.11,25.58
4.2,0,26.5,91.12,08-06-2005,2.99,26.85
4.9,0,26.58,88.69,09-06-2005,3.09,27.94
5,0,26.18,86.56,10-06-2005,3.29,27.29
0.2,0,26.65,82.69,11-06-2005,2.95,26.56
3,33.16,26.79,84.12,12-06-2005,3,27.45
1,11.76,26.7,88.5,13-06-2005,2.77,30.01
2,21.41,26.33,87.62,14-06-2005,2.82,29.99
3,31.35,26.74,85.31,15-06-2005,2.76,29.18
2,21.33,26.87,88.19,16-06-2005,2.42,28.95
3,30.59,26.5,87.81,17-06-2005,2.66,32.54
2,26.21,26.39,89.75,18-06-2005,2.43,33.72
3,31.6,26.37,90,19-06-2005,2.71,33.96
18,185.1,26.25,89.06,20-06-2005,2.71,33.87
98,988.6,25.83,89.12,21-06-2005,2.59,35.23
105,1052.18,25.87,87.81,22-06-2005,2.74,34.53
103,1031.61,26.63,88.12,23-06-2005,2.83,32.87
75,751.37,26.84,88,24-06-2005,2.59,32.58
71,712.06,26.69,87.94,25-06-2005,2.72,31.92
96,964.67,26.59,87,26-06-2005,2.76,32.97
63,637.6,27.01,86.62,27-06-2005,2.73,33.96
62,623.97,26.83,84.31,28-06-2005,2.81,34.8
45,454.96,26.73,85.81,29-06-2005,2.63,33.65
83,838.17,26.84,89.62,30-06-2005,2.68,27.72
98,984.02,26.58,91.25,01-07-2005,2.8,28.05
185,1853.93,26.51,90,02-07-2005,2.56,26.84
171,1715.84,26.45,90.56,03-07-2005,2.35,26.17
141,1416,26.2,91.75,04-07-2005,2.85,25.44
112,1124.84,26.21,92.12,05-07-2005,2.81,24.65
116,1165.6,26.1,91.62,06-07-2005,2.98,23.97
144,1440.41,26.22,89.69,07-07-2005,2.79,23.34
